t,prn,elev,az,snr,const
83209.0,33.0,11.0,169.0,3.0,GB
83209.0,,230649.0,,,GN
83209.0,,10514.619504,,0.01,GN
83209.0,,190324.0,,,GN
83209.0,,0.01,,0.0,GN
83210.0,12.0,11.0,5.0,29.0,GN
83210.0,28.0,19.0,9.0,,GN
83210.0,,,,0.88,GN
83210.0,78.0,88.0,77.0,72.0,GN
83210.0,71.0,86.0,79.0,65.0,GN
83210.0,,,,0.88,GN
83210.0,12.0,10.0,,,GN
83210.0,,,,,GN
83210.0,,,,0.88,GN
83210.0,23.0,21.0,37.0,28.0,GN
83210.0,14.0,25.0,33.0,,GN
83210.0,,,,0.88,GN
83210.0,20.0,67.0,120.0,42.0,GP
83210.0,12.0,66.0,210.0,43.0,GP
83210.0,11.0,59.0,41.0,20.0,GP
83210.0,25.0,56.0,283.0,,GP
83210.0,44.0,42.0,197.0,46.0,GP
83210.0,5.0,42.0,176.0,46.0,GP
83210.0,29.0,26.0,299.0,21.0,GP
83210.0,6.0,23.0,54.0,,GP
83210.0,28.0,7.0,308.0,31.0,GP
83210.0,19.0,7.0,102.0,34.0,GP
83210.0,9.0,5.0,53.0,17.0,GP
83210.0,28.0,7.0,308.0,18.0,GP
83210.0,87.0,51.0,24.0,20.0,GL
83210.0,78.0,43.0,296.0,23.0,GL
83210.0,88.0,42.0,294.0,17.0,GL
83210.0,77.0,36.0,212.0,2.0,GL
83210.0,72.0,29.0,101.0,35.0,GL
83210.0,71.0,23.0,47.0,16.0,GL
83210.0,86.0,11.0,64.0,14.0,GL
83210.0,79.0,7.0,337.0,1.0,GL
83210.0,65.0,7.0,153.0,45.0,GL
83210.0,76.0,3.0,181.0,42.0,GL
83210.0,31.0,61.0,201.0,42.0,GA
83210.0,33.0,60.0,35.0,,GA
83210.0,12.0,55.0,261.0,22.0,GA
83210.0,24.0,47.0,301.0,2.0,GA
83210.0,10.0,31.0,250.0,35.0,GA
83210.0,26.0,14.0,56.0,17.0,GA
83210.0,7.0,5.0,51.0,,GA
83210.0,11.0,5.0,244.0,1.0,GA
83210.0,25.0,1.0,325.0,,GA
83210.0,31.0,61.0,201.0,32.0,GA
83210.0,10.0,31.0,250.0,28.0,GA
83210.0,43.0,71.0,5.0,,GB
83210.0,11.0,55.0,53.0,14.0,GB
83210.0,42.0,35.0,118.0,40.0,GB
83210.0,34.0,35.0,75.0,1.0,GB
83210.0,23.0,35.0,237.0,37.0,GB
83210.0,21.0,26.0,59.0,20.0,GB
83210.0,37.0,26.0,299.0,19.0,GB
83210.0,28.0,26.0,281.0,2.0,GB
83210.0,14.0,25.0,147.0,43.0,GB
83210.0,25.0,11.0,190.0,49.0,GB
83210.0,33.0,11.0,169.0,46.0,GB
83210.0,12.0,8.0,82.0,,GB
83210.0,16.0,2.0,332.0,,GB
83210.0,42.0,35.0,118.0,33.0,GB
83210.0,23.0,35.0,237.0,35.0,GB
83210.0,33.0,11.0,169.0,33.0,GB
83210.0,25.0,11.0,190.0,3.0,GB
83210.0,,230650.0,,,GN
83210.0,,10514.619546,,0.01,GN
83210.0,,190324.0,,,GN
83210.0,,0.01,,0.0,GN
83211.0,12.0,11.0,5.0,29.0,GN
83211.0,28.0,19.0,9.0,,GN
83211.0,,,,0.88,GN
83211.0,78.0,88.0,77.0,72.0,GN
83211.0,71.0,86.0,79.0,65.0,GN
83211.0,,,,0.88,GN
83211.0,12.0,10.0,,,GN
83211.0,,,,,GN
83211.0,,,,0.88,GN
83211.0,23.0,21.0,37.0,28.0,GN
83211.0,14.0,25.0,33.0,,GN
83211.0,,,,0.88,GN
83211.0,20.0,67.0,120.0,42.0,GP
83211.0,12.0,66.0,210.0,43.0,GP
83211.0,11.0,59.0,41.0,19.0,GP
83211.0,25.0,56.0,283.0,,GP
83211.0,44.0,42.0,197.0,46.0,GP
83211.0,5.0,42.0,176.0,46.0,GP
83211.0,29.0,26.0,299.0,22.0,GP
83211.0,6.0,23.0,54.0,,GP
83211.0,28.0,7.0,308.0,30.0,GP
83211.0,19.0,7.0,102.0,34.0,GP
83211.0,9.0,5.0,53.0,14.0,GP
83211.0,28.0,7.0,308.0,18.0,GP
83211.0,87.0,51.0,24.0,20.0,GL
83211.0,78.0,43.0,296.0,20.0,GL
83211.0,88.0,42.0,294.0,17.0,GL
83211.0,77.0,36.0,212.0,2.0,GL
83211.0,72.0,29.0,101.0,34.0,GL
83211.0,71.0,23.0,47.0,16.0,GL
83211.0,86.0,11.0,64.0,15.0,GL
83211.0,79.0,7.0,337.0,1.0,GL
83211.0,65.0,7.0,153.0,45.0,GL
83211.0,76.0,3.0,181.0,42.0,GL
83211.0,31.0,61.0,201.0,42.0,GA
83211.0,33.0,60.0,35.0,,GA
83211.0,12.0,55.0,261.0,22.0,GA
83211.0,24.0,47.0,301.0,2.0,GA
83211.0,10.0,31.0,250.0,34.0,GA
83211.0,26.0,14.0,56.0,18.0,GA
83211.0,7.0,5.0,51.0,,GA
83211.0,11.0,5.0,244.0,1.0,GA
83211.0,25.0,1.0,325.0,,GA
83211.0,31.0,61.0,201.0,32.0,GA
83211.0,10.0,31.0,250.0,28.0,GA
83211.0,43.0,71.0,5.0,,GB
83211.0,11.0,55.0,53.0,14.0,GB
83211.0,42.0,35.0,118.0,40.0,GB
83211.0,34.0,35.0,75.0,1.0,GB
83211.0,23.0,35.0,237.0,37.0,GB
83211.0,21.0,26.0,59.0,19.0,GB
83211.0,37.0,26.0,299.0,20.0,GB
83211.0,28.0,26.0,281.0,2.0,GB
83211.0,14.0,25.0,147.0,43.0,GB
83211.0,25.0,11.0,190.0,49.0,GB
83211.0,33.0,11.0,169.0,46.0,GB
83211.0,12.0,8.0,82.0,,GB
83211.0,16.0,2.0,332.0,,GB
83211.0,42.0,35.0,118.0,33.0,GB
83211.0,23.0,35.0,237.0,35.0,GB
83211.0,33.0,11.0,169.0,33.0,GB
83211.0,25.0,11.0,190.0,3.0,GB
83211.0,,230651.0,,,GN
83211.0,,10514.619582,,0.01,GN
83211.0,,190324.0,,,GN
83211.0,,0.01,,0.0,GN
83212.0,12.0,11.0,5.0,29.0,GN
83212.0,28.0,19.0,9.0,,GN
83212.0,,,,0.85,GN
83212.0,78.0,88.0,77.0,72.0,GN
83212.0,71.0,86.0,79.0,65.0,GN
83212.0,,,,0.85,GN
83212.0,12.0,10.0,7.0,,GN
83212.0,,,,,GN
83212.0,,,,0.85,GN
83212.0,42.0,37.0,28.0,21.0,GN
83212.0,14.0,25.0,33.0,,GN
83212.0,,,,0.85,GN
83212.0,20.0,67.0,120.0,42.0,GP
83212.0,12.0,66.0,210.0,43.0,GP
83212.0,11.0,59.0,41.0,19.0,GP
83212.0,25.0,56.0,283.0,,GP
83212.0,44.0,42.0,197.0,46.0,GP
83212.0,5.0,42.0,176.0,46.0,GP
83212.0,29.0,26.0,299.0,25.0,GP
83212.0,6.0,23.0,54.0,,GP
83212.0,28.0,7.0,308.0,30.0,GP
83212.0,19.0,7.0,102.0,34.0,GP
83212.0,9.0,5.0,53.0,15.0,GP
83212.0,28.0,7.0,308.0,18.0,GP
83212.0,87.0,51.0,24.0,16.0,GL
83212.0,78.0,43.0,296.0,17.0,GL
83212.0,88.0,42.0,294.0,17.0,GL
83212.0,77.0,36.0,212.0,3.0,GL
83212.0,72.0,29.0,101.0,34.0,GL
83212.0,71.0,23.0,47.0,16.0,GL
83212.0,86.0,11.0,64.0,13.0,GL
83212.0,79.0,7.0,337.0,1.0,GL
83212.0,65.0,7.0,153.0,45.0,GL
83212.0,76.0,3.0,181.0,42.0,GL
83212.0,31.0,61.0,201.0,42.0,GA
83212.0,33.0,60.0,35.0,,GA
83212.0,12.0,55.0,261.0,21.0,GA
83212.0,24.0,47.0,301.0,2.0,GA
83212.0,10.0,31.0,250.0,34.0,GA
83212.0,26.0,14.0,56.0,18.0,GA
83212.0,11.0,5.0,244.0,15.0,GA
83212.0,7.0,5.0,51.0,1.0,GA
83212.0,25.0,1.0,325.0,,GA
83212.0,31.0,61.0,201.0,32.0,GA
83212.0,10.0,31.0,250.0,28.0,GA
83212.0,11.0,55.0,53.0,14.0,GB
83212.0,23.0,35.0,237.0,37.0,GB
83212.0,34.0,35.0,75.0,19.0,GB
83212.0,42.0,35.0,118.0,4.0,GB
83212.0,37.0,26.0,299.0,20.0,GB
83212.0,28.0,26.0,281.0,22.0,GB
83212.0,21.0,26.0,59.0,18.0,GB
83212.0,14.0,25.0,147.0,4.0,GB
83212.0,25.0,11.0,190.0,49.0,GB
83212.0,33.0,11.0,169.0,46.0,GB
83212.0,12.0,8.0,82.0,,GB
83212.0,16.0,2.0,332.0,,GB
83212.0,42.0,35.0,118.0,33.0,GB
83212.0,23.0,35.0,237.0,35.0,GB
83212.0,33.0,11.0,169.0,33.0,GB
83212.0,25.0,11.0,190.0,3.0,GB
83212.0,,230652.0,,,GN
83212.0,,10514.619612,,0.01,GN
83212.0,,190324.0,,,GN
83212.0,,0.01,,0.0,GN
83213.0,12.0,11.0,5.0,29.0,GN
83213.0,28.0,19.0,9.0,,GN
83213.0,,,,0.88,GN
83213.0,78.0,88.0,77.0,72.0,GN
83213.0,71.0,86.0,79.0,65.0,GN
83213.0,,,,0.88,GN
83213.0,12.0,10.0,,,GN
83213.0,,,,,GN
83213.0,,,,0.88,GN
83213.0,23.0,37.0,21.0,28.0,GN
83213.0,14.0,25.0,33.0,,GN
83213.0,,,,0.88,GN
83213.0,20.0,67.0,120.0,42.0,GP
83213.0,12.0,66.0,210.0,43.0,GP
83213.0,11.0,59.0,41.0,18.0,GP
83213.0,25.0,56.0,283.0,,GP
83213.0,44.0,42.0,197.0,46.0,GP
83213.0,5.0,42.0,176.0,46.0,GP
83213.0,29.0,26.0,299.0,31.0,GP
83213.0,6.0,23.0,54.0,,GP
83213.0,28.0,7.0,308.0,30.0,GP
83213.0,19.0,7.0,102.0,34.0,GP
83213.0,9.0,5.0,53.0,18.0,GP
83213.0,28.0,7.0,308.0,19.0,GP
83213.0,87.0,51.0,24.0,15.0,GL
83213.0,78.0,43.0,296.0,18.0,GL
83213.0,88.0,42.0,294.0,17.0,GL
83213.0,77.0,36.0,212.0,3.0,GL
83213.0,72.0,29.0,101.0,33.0,GL
83213.0,71.0,23.0,47.0,17.0,GL
83213.0,86.0,11.0,64.0,12.0,GL
83213.0,79.0,7.0,337.0,1.0,GL
83213.0,65.0,7.0,153.0,45.0,GL
83213.0,76.0,3.0,181.0,42.0,GL
83213.0,31.0,61.0,201.0,42.0,GA
83213.0,33.0,60.0,35.0,,GA
83213.0,12.0,55.0,261.0,21.0,GA
83213.0,24.0,47.0,301.0,2.0,GA
83213.0,10.0,31.0,250.0,34.0,GA
83213.0,26.0,14.0,56.0,18.0,GA
83213.0,7.0,5.0,51.0,,GA
83213.0,11.0,5.0,244.0,1.0,GA
83213.0,25.0,1.0,325.0,,GA
83213.0,31.0,61.0,201.0,32.0,GA
83213.0,10.0,31.0,250.0,28.0,GA
83213.0,11.0,55.0,53.0,14.0,GB
83213.0,34.0,35.0,75.0,18.0,GB
83213.0,42.0,35.0,118.0,40.0,GB
83213.0,23.0,35.0,237.0,3.0,GB
83213.0,37.0,26.0,299.0,21.0,GB
83213.0,21.0,26.0,59.0,17.0,GB
83213.0,28.0,26.0,281.0,23.0,GB
83213.0,14.0,25.0,147.0,4.0,GB
83213.0,25.0,11.0,190.0,49.0,GB
83213.0,33.0,11.0,169.0,46.0,GB
83213.0,12.0,8.0,82.0,,GB
83213.0,39.0,3.0,323.0,,GB
83213.0,16.0,2.0,332.0,,GB
83213.0,42.0,35.0,118.0,33.0,GB
83213.0,23.0,35.0,237.0,35.0,GB
83213.0,33.0,11.0,169.0,33.0,GB
83213.0,25.0,11.0,190.0,3.0,GB
83213.0,,230653.0,,,GN
83213.0,,10514.619606,,0.01,GN
83213.0,,190324.0,,,GN
83213.0,,0.01,,0.0,GN
83214.0,12.0,11.0,5.0,29.0,GN
83214.0,28.0,19.0,9.0,,GN
83214.0,,,,0.88,GN
83214.0,78.0,88.0,77.0,72.0,GN
83214.0,71.0,86.0,79.0,65.0,GN
83214.0,,,,0.88,GN
83214.0,12.0,10.0,,,GN
83214.0,,,,,GN
83214.0,,,,0.88,GN
83214.0,42.0,28.0,21.0,37.0,GN
83214.0,14.0,33.0,25.0,,GN
83214.0,,,,0.88,GN
83214.0,20.0,67.0,120.0,42.0,GP
83214.0,12.0,66.0,210.0,43.0,GP
83214.0,11.0,59.0,41.0,17.0,GP
83214.0,25.0,56.0,283.0,,GP
83214.0,44.0,42.0,197.0,46.0,GP
83214.0,5.0,42.0,176.0,46.0,GP
83214.0,29.0,26.0,299.0,30.0,GP
83214.0,6.0,23.0,54.0,,GP
83214.0,28.0,7.0,308.0,30.0,GP
83214.0,19.0,7.0,102.0,34.0,GP
83214.0,9.0,5.0,53.0,19.0,GP
83214.0,28.0,7.0,308.0,19.0,GP
83214.0,87.0,51.0,24.0,18.0,GL
83214.0,78.0,43.0,296.0,27.0,GL
83214.0,88.0,42.0,294.0,17.0,GL
83214.0,77.0,36.0,212.0,3.0,GL
83214.0,72.0,29.0,101.0,33.0,GL
83214.0,71.0,23.0,47.0,19.0,GL
83214.0,86.0,11.0,64.0,14.0,GL
83214.0,79.0,7.0,337.0,1.0,GL
83214.0,65.0,7.0,153.0,45.0,GL
83214.0,76.0,3.0,181.0,42.0,GL
83214.0,31.0,61.0,201.0,42.0,GA
83214.0,33.0,60.0,35.0,17.0,GA
83214.0,12.0,55.0,261.0,21.0,GA
83214.0,24.0,47.0,301.0,2.0,GA
83214.0,10.0,31.0,250.0,34.0,GA
83214.0,26.0,14.0,56.0,18.0,GA
83214.0,11.0,5.0,244.0,15.0,GA
83214.0,7.0,5.0,51.0,,GA
83214.0,25.0,1.0,325.0,,GA
83214.0,31.0,61.0,201.0,32.0,GA
83214.0,10.0,31.0,250.0,28.0,GA
83214.0,43.0,71.0,5.0,,GB
83214.0,11.0,55.0,53.0,14.0,GB
83214.0,23.0,35.0,237.0,37.0,GB
83214.0,34.0,35.0,75.0,1.0,GB
83214.0,42.0,35.0,118.0,40.0,GB
83214.0,28.0,26.0,281.0,22.0,GB
83214.0,21.0,26.0,59.0,17.0,GB
83214.0,37.0,26.0,299.0,2.0,GB
83214.0,14.0,25.0,147.0,42.0,GB
83214.0,33.0,11.0,169.0,46.0,GB
83214.0,25.0,11.0,190.0,49.0,GB
83214.0,12.0,8.0,82.0,,GB
83214.0,42.0,35.0,118.0,33.0,GB
83214.0,23.0,35.0,237.0,35.0,GB
83214.0,33.0,11.0,169.0,33.0,GB
83214.0,25.0,11.0,190.0,3.0,GB
83214.0,,230654.0,,,GN
83214.0,,10514.619612,,0.02,GN
83214.0,,190324.0,,,GN
83214.0,,0.02,,0.0,GN
83215.0,12.0,11.0,5.0,29.0,GN
83215.0,28.0,19.0,9.0,,GN
83215.0,,,,0.88,GN
83215.0,78.0,88.0,77.0,72.0,GN
83215.0,71.0,86.0,79.0,65.0,GN
83215.0,,,,0.88,GN
83215.0,12.0,10.0,,,GN
83215.0,,,,,GN
83215.0,,,,0.88,GN
83215.0,42.0,28.0,21.0,37.0,GN
83215.0,14.0,33.0,25.0,,GN
83215.0,,,,0.88,GN
83215.0,20.0,67.0,120.0,42.0,GP
83215.0,12.0,66.0,210.0,43.0,GP
83215.0,11.0,59.0,41.0,16.0,GP
83215.0,25.0,56.0,283.0,,GP
83215.0,44.0,42.0,197.0,46.0,GP
83215.0,5.0,42.0,176.0,46.0,GP
83215.0,29.0,26.0,299.0,30.0,GP
83215.0,6.0,23.0,54.0,,GP
83215.0,28.0,7.0,308.0,30.0,GP
83215.0,19.0,7.0,102.0,34.0,GP
83215.0,9.0,5.0,53.0,19.0,GP
83215.0,28.0,7.0,308.0,19.0,GP
83215.0,87.0,51.0,24.0,18.0,GL
83215.0,78.0,43.0,296.0,29.0,GL
83215.0,88.0,42.0,294.0,19.0,GL
83215.0,77.0,36.0,212.0,3.0,GL
83215.0,72.0,29.0,101.0,33.0,GL
83215.0,71.0,23.0,47.0,21.0,GL
83215.0,86.0,11.0,64.0,19.0,GL
83215.0,79.0,7.0,337.0,1.0,GL
83215.0,65.0,7.0,153.0,45.0,GL
83215.0,76.0,3.0,181.0,42.0,GL
83215.0,31.0,61.0,201.0,42.0,GA
83215.0,33.0,60.0,35.0,15.0,GA
83215.0,12.0,55.0,261.0,21.0,GA
83215.0,24.0,47.0,301.0,2.0,GA
83215.0,10.0,31.0,250.0,34.0,GA
83215.0,26.0,14.0,56.0,18.0,GA
83215.0,11.0,5.0,244.0,15.0,GA
83215.0,7.0,5.0,51.0,,GA
83215.0,25.0,1.0,325.0,,GA
83215.0,31.0,61.0,201.0,32.0,GA
83215.0,10.0,31.0,250.0,28.0,GA
83215.0,43.0,71.0,5.0,,GB
83215.0,11.0,55.0,53.0,14.0,GB
83215.0,23.0,35.0,237.0,37.0,GB
83215.0,34.0,35.0,75.0,1.0,GB
83215.0,42.0,35.0,118.0,40.0,GB
83215.0,28.0,26.0,281.0,23.0,GB
83215.0,21.0,26.0,59.0,18.0,GB
83215.0,37.0,26.0,299.0,1.0,GB
83215.0,14.0,25.0,147.0,42.0,GB
83215.0,33.0,11.0,169.0,46.0,GB
83215.0,25.0,11.0,190.0,49.0,GB
83215.0,12.0,8.0,82.0,,GB
83215.0,42.0,35.0,118.0,33.0,GB
83215.0,23.0,35.0,237.0,34.0,GB
83215.0,33.0,11.0,169.0,33.0,GB
83215.0,25.0,11.0,190.0,3.0,GB
83215.0,,230655.0,,,GN
83215.0,,10514.619606,,0.02,GN
83215.0,,190324.0,,,GN
83215.0,,0.02,,0.0,GN
83216.0,12.0,11.0,5.0,29.0,GN
83216.0,28.0,19.0,9.0,,GN
83216.0,,,,0.88,GN
83216.0,78.0,88.0,77.0,72.0,GN
83216.0,71.0,86.0,79.0,65.0,GN
83216.0,,,,0.88,GN
83216.0,12.0,10.0,,,GN
83216.0,,,,,GN
83216.0,,,,0.88,GN
83216.0,42.0,28.0,37.0,14.0,GN
83216.0,33.0,25.0,,,GN
83216.0,,,,0.88,GN
83216.0,20.0,67.0,120.0,42.0,GP
83216.0,12.0,66.0,210.0,43.0,GP
83216.0,11.0,59.0,41.0,13.0,GP
83216.0,25.0,56.0,283.0,,GP
83216.0,44.0,42.0,197.0,46.0,GP
83216.0,5.0,42.0,176.0,46.0,GP
83216.0,29.0,26.0,299.0,31.0,GP
83216.0,6.0,23.0,54.0,,GP
83216.0,28.0,7.0,308.0,30.0,GP
83216.0,19.0,7.0,102.0,34.0,GP
83216.0,9.0,5.0,53.0,20.0,GP
83216.0,28.0,7.0,308.0,20.0,GP
83216.0,87.0,51.0,24.0,18.0,GL
83216.0,78.0,43.0,296.0,28.0,GL
83216.0,88.0,42.0,294.0,20.0,GL
83216.0,77.0,36.0,212.0,3.0,GL
83216.0,72.0,29.0,101.0,33.0,GL
83216.0,71.0,23.0,47.0,23.0,GL
83216.0,86.0,11.0,64.0,20.0,GL
83216.0,79.0,7.0,337.0,1.0,GL
83216.0,65.0,7.0,153.0,46.0,GL
83216.0,76.0,3.0,181.0,42.0,GL
83216.0,31.0,61.0,201.0,43.0,GA
83216.0,33.0,60.0,35.0,14.0,GA
83216.0,12.0,55.0,261.0,21.0,GA
83216.0,24.0,47.0,301.0,2.0,GA
83216.0,10.0,31.0,250.0,34.0,GA
83216.0,26.0,14.0,56.0,17.0,GA
83216.0,11.0,5.0,244.0,15.0,GA
83216.0,7.0,5.0,51.0,,GA
83216.0,25.0,1.0,325.0,,GA
83216.0,31.0,61.0,201.0,32.0,GA
83216.0,10.0,31.0,250.0,28.0,GA
83216.0,43.0,71.0,5.0,,GB
83216.0,11.0,55.0,53.0,14.0,GB
83216.0,23.0,35.0,237.0,37.0,GB
83216.0,34.0,35.0,75.0,1.0,GB
83216.0,42.0,35.0,118.0,40.0,GB
83216.0,28.0,26.0,281.0,23.0,GB
83216.0,21.0,26.0,59.0,,GB
83216.0,37.0,26.0,299.0,1.0,GB
83216.0,14.0,25.0,147.0,42.0,GB
83216.0,33.0,11.0,169.0,46.0,GB
83216.0,25.0,11.0,190.0,49.0,GB
83216.0,12.0,8.0,82.0,1.0,GB
83216.0,42.0,35.0,118.0,33.0,GB
83216.0,23.0,35.0,237.0,34.0,GB
83216.0,33.0,11.0,169.0,33.0,GB
83216.0,25.0,11.0,190.0,3.0,GB
83216.0,,230656.0,,,GN
83216.0,,10514.619582,,0.01,GN
83216.0,,190324.0,,,GN
83216.0,,0.01,,0.0,GN
83217.0,12.0,11.0,5.0,29.0,GN
83217.0,28.0,19.0,9.0,,GN
83217.0,,,,0.88,GN
83217.0,78.0,88.0,77.0,72.0,GN
83217.0,71.0,86.0,65.0,79.0,GN
83217.0,,,,0.88,GN
83217.0,12.0,10.0,,,GN
83217.0,,,,,GN
83217.0,,,,0.88,GN
83217.0,42.0,28.0,37.0,14.0,GN
83217.0,33.0,25.0,,,GN
83217.0,,,,0.88,GN
83217.0,20.0,67.0,120.0,42.0,GP
83217.0,12.0,66.0,210.0,43.0,GP
83217.0,11.0,59.0,41.0,13.0,GP
83217.0,25.0,56.0,283.0,,GP
83217.0,44.0,42.0,197.0,46.0,GP
83217.0,5.0,42.0,176.0,46.0,GP
83217.0,29.0,26.0,299.0,30.0,GP
83217.0,6.0,23.0,54.0,,GP
83217.0,28.0,7.0,308.0,30.0,GP
83217.0,19.0,7.0,102.0,35.0,GP
83217.0,9.0,5.0,53.0,20.0,GP
83217.0,28.0,7.0,308.0,20.0,GP
83217.0,87.0,51.0,24.0,18.0,GL
83217.0,78.0,43.0,296.0,28.0,GL
83217.0,88.0,42.0,294.0,19.0,GL
83217.0,77.0,36.0,212.0,3.0,GL
83217.0,72.0,29.0,101.0,33.0,GL
83217.0,71.0,23.0,47.0,19.0,GL
83217.0,86.0,11.0,64.0,19.0,GL
83217.0,65.0,7.0,153.0,4.0,GL
83217.0,79.0,7.0,337.0,15.0,GL
83217.0,76.0,3.0,181.0,42.0,GL
83217.0,31.0,61.0,201.0,43.0,GA
83217.0,33.0,60.0,35.0,10.0,GA
83217.0,12.0,55.0,261.0,21.0,GA
83217.0,24.0,47.0,301.0,2.0,GA
83217.0,10.0,31.0,250.0,34.0,GA
83217.0,26.0,14.0,56.0,17.0,GA
83217.0,11.0,5.0,244.0,15.0,GA
83217.0,7.0,5.0,51.0,,GA
83217.0,31.0,61.0,201.0,31.0,GA
83217.0,10.0,31.0,250.0,28.0,GA
83217.0,43.0,71.0,5.0,,GB
83217.0,11.0,55.0,53.0,14.0,GB
83217.0,23.0,35.0,237.0,36.0,GB
83217.0,34.0,35.0,75.0,1.0,GB
83217.0,42.0,35.0,118.0,40.0,GB
83217.0,28.0,26.0,281.0,23.0,GB
83217.0,21.0,26.0,59.0,,GB
83217.0,37.0,26.0,299.0,1.0,GB
83217.0,14.0,25.0,147.0,42.0,GB
83217.0,33.0,11.0,169.0,46.0,GB
83217.0,25.0,11.0,190.0,49.0,GB
83217.0,12.0,8.0,82.0,1.0,GB
83217.0,42.0,35.0,118.0,33.0,GB
83217.0,23.0,35.0,237.0,34.0,GB
83217.0,33.0,11.0,169.0,33.0,GB
83217.0,25.0,11.0,190.0,3.0,GB
83217.0,,230657.0,,,GN
83217.0,,10514.619558,,0.01,GN
83217.0,,190324.0,,,GN
83217.0,,0.01,,0.0,GN
83218.0,12.0,11.0,5.0,29.0,GN
83218.0,28.0,19.0,9.0,,GN
83218.0,,,,0.88,GN
83218.0,78.0,88.0,77.0,72.0,GN
83218.0,71.0,86.0,79.0,65.0,GN
83218.0,,,,0.88,GN
83218.0,12.0,10.0,,,GN
83218.0,,,,,GN
83218.0,,,,0.88,GN
83218.0,42.0,28.0,37.0,14.0,GN
83218.0,33.0,25.0,,,GN
83218.0,,,,0.88,GN
83218.0,20.0,67.0,120.0,42.0,GP
83218.0,12.0,66.0,210.0,43.0,GP
83218.0,11.0,59.0,41.0,16.0,GP
83218.0,25.0,56.0,283.0,,GP
83218.0,44.0,42.0,197.0,46.0,GP
83218.0,5.0,42.0,176.0,46.0,GP
83218.0,29.0,26.0,299.0,29.0,GP
83218.0,6.0,23.0,54.0,,GP
83218.0,28.0,7.0,308.0,30.0,GP
83218.0,19.0,7.0,102.0,35.0,GP
83218.0,9.0,5.0,53.0,19.0,GP
83218.0,28.0,7.0,308.0,20.0,GP
83218.0,87.0,51.0,24.0,18.0,GL
83218.0,78.0,43.0,296.0,29.0,GL
83218.0,88.0,42.0,294.0,16.0,GL
83218.0,77.0,36.0,212.0,3.0,GL
83218.0,72.0,29.0,101.0,32.0,GL
83218.0,71.0,23.0,47.0,16.0,GL
83218.0,86.0,11.0,64.0,20.0,GL
83218.0,79.0,7.0,337.0,1.0,GL
83218.0,65.0,7.0,153.0,46.0,GL
83218.0,76.0,3.0,181.0,41.0,GL
83218.0,31.0,61.0,201.0,43.0,GA
83218.0,33.0,60.0,35.0,11.0,GA
83218.0,12.0,55.0,261.0,21.0,GA
83218.0,24.0,47.0,301.0,2.0,GA
83218.0,10.0,31.0,250.0,34.0,GA
83218.0,26.0,14.0,56.0,17.0,GA
83218.0,11.0,5.0,244.0,15.0,GA
83218.0,7.0,5.0,51.0,,GA
83218.0,25.0,1.0,325.0,,GA
83218.0,31.0,61.0,201.0,32.0,GA
83218.0,10.0,31.0,250.0,28.0,GA
83218.0,43.0,71.0,5.0,,GB
83218.0,11.0,55.0,53.0,14.0,GB
83218.0,23.0,35.0,237.0,36.0,GB
83218.0,34.0,35.0,75.0,1.0,GB
83218.0,42.0,35.0,118.0,39.0,GB
83218.0,28.0,26.0,281.0,21.0,GB
83218.0,21.0,26.0,59.0,,GB
83218.0,37.0,26.0,299.0,1.0,GB
83218.0,14.0,25.0,147.0,42.0,GB
83218.0,33.0,11.0,169.0,46.0,GB
